Artist|Title|Lyrics

2Pac|Keep Ya Head Up|  [Intro] Little something for my godson Elijah And a little girl named Corin  [Verse 1] Some say the blacker the berry, the sweeter the juice I say the darker the flesh, then the deeper the roots I give a holla to my sisters on welfare 2Pac cares if don't nobody else care And I know they like to beat you down a lot When you come around the block, brothers clown a lot But please don't cry, dry your eyes, never let up Forgive, but don't forget, girl, keep ya head up And when he tells you you ain't nothin', don't believe him And if he can't learn to love you, you should leave him ‘Cause, sister, you don't need him And I ain't tryin' to gas you up, I just call 'em how I see 'em You know what makes me unhappy? When brothers make babies And leave a young mother to be a pappy And since we all came from a woman Got our name from a woman and our game from a woman I wonder why we take from our women Why we rape our women — do we hate our women? I think it's time to kill for our women Time to heal our women, be real to our women And if we don't we'll have a race of babies That will hate the ladies that make the babies And since a man can't make one He has no right to tell a woman when and where to create one So will the real men get up? I know you're fed up, ladies, but keep ya head up  [Hook] Keep ya head up, ooh, child Things are gonna get easier Keep ya head up, ooh, child Things'll get brighter Keep ya head up, ooh, child Things are gonna get easier Keep ya head up, ooh, child Things'll get brighter  [Verse 2] Ayo, I remember Marvin Gaye used to sing to me He had me feelin' like black was the thing to be And suddenly the ghetto didn't seem so tough And though we had it rough, we always had enough I huffed and puffed about my curfew and broke the rules Ran with a local crew and had a smoke or two And I realize Mama really paid the price She nearly gave her life to raise me right And all I had to give her was my pipe dream Of how I'd rock the mic and make it to the bright screen I'm tryin' to make a dollar out of fifteen cents It's hard to be legit and still pay the rent And in the end it seems I'm headin' for the pen I try to find my friends, but they're blowin' in the wind Last night my buddy lost his whole family It's gonna take the man in me to conquer this insanity It seems the rain'll never let up I try to keep my head up and still keep from gettin' wet up You know, it's funny, when it rains it pours They got money for wars but can't feed the poor Say there ain't no hope for the youth And the truth is it ain't no hope for the future And then they wonder why we crazy I blame my mother for turnin' my brother into a crack baby We ain't meant to survive, ‘cause it's a set-up And even though you're fed up, huh, you got to keep ya head up  [Hook] Keep ya head up, ooh, child Things are gonna get easier Keep ya head up, ooh, child Things'll get brighter Keep ya head up, ooh, child Things are gonna get easier Keep ya head up, ooh, child Things'll get brighter  [Verse 3] And uh, to all the ladies havin' babies on they own I know it's kinda rough and you're feelin' all alone Daddy's long gone and he left you by your lonesome Thank the Lord for my kids even if nobody else want 'em ‘Cause I think we can make it; in fact, I'm sure And if you fall, stand tall and come back for more ‘Cause ain't nothin' worse than when your son Wants to know why his daddy don't love him no mo' You can't complain you was dealt this Hell of a hand without a man, feelin' helpless Because there's too many things for you to deal with Dyin' inside, but outside you're lookin' fearless While tears is rollin' down your cheeks You steady hopin' things don't fall down this week ‘Cause if it did, you couldn't take it And don't blame me — I was given this world, I didn't make it And now my son's gettin' older and older And colder from havin' the world on his shoulders While the rich kids is drivin' Benz I'm still tryin' to hold on to survivin' friends And it's crazy, it seems it'll never let up But please, you got to keep ya head up  

2Pac|Hail Mary|  [Intro: 2Pac] Makaveli in this, Killuminati All through your body That blows like a 12-gauge shotty, feel me! And God said he should send his one begotten son To lead the wild into the ways of the man Follow me! Eat my flesh, flesh of my flesh!  [Hook: 2Pac] Come with me! Hail Mary, nigga, run quick, see What do we have here now? Do you wanna ride or die? La la-da-la la la la la Come with me! Hail Mary, nigga, run quick, see What do we have here now? Do you wanna ride or die? La la-da-la la la la la  [Verse 1: 2Pac] I ain't a killer, but don't push me Revenge is like the sweetest joy next to gettin' pussy Picture paragraphs unloaded, wise words bein' quoted Peeped the weakness in the rap game and sewed it Bow down, pray to God, hopin' that he's listenin' Seein' niggas comin' for me Through my diamonds, when they glistenin' Now pay attention: bless me please, Father, I'm a ghost In these killing fields, Hail Mary, catch me if I go Let's go deep inside the solitary mind of a madman Screams in the dark, evil lurks, enemies see me flee Activate my hate, let it break to the flame Set trip, empty out my clip, never stop to aim Some say the game is all corrupt and fucked in this shit Stuck, niggas is lucky if we bust out this shit Plus, Mama told me never stop until I bust a nut Fuck the world if they can't adjust, it's just as well, Hail Mary  [Hook: 2Pac] Come with me! Hail Mary, nigga, run quick, see What do we have here now? Do you wanna ride or die? La la-da-la la la la la Come with me! Hail Mary, nigga, run quick, see What do we have here now? Do you wanna ride or die? La la-da-la la la la la  [Verse 2: 2Pac] Penitentiaries is packed with promise-makers Never realize the precious time that bitch niggas is wastin' Institutionalized, I live my life a product made to crumble But too hardened for a smile, we're too crazy to be humble We ballin', catch me, father, please ‘Cause I'm fallin' in the liquor store Pass the Hennessy, I hear you callin', can I get some more? Hell, 'til I reach Hell, I ain't scared Mama checkin' in my bedroom, I ain't there I got a head with no screws in it, what can I do? One life to live, but I got nothin' to lose Just me and you on a one-way trip to prison, sellin' drugs We all wrapped up in this livin', life as thugs To my homeboys in Clinton Max doin' their bid Raise hell to this real shit and feel this When they turn out the lights, I'll be there in the dark Thuggin' eternal through my heart; now hail Mary, nigga!  [Hook: 2Pac] Come with me! Hail Mary, nigga, run quick, see What do we have here now? Do you wanna ride or die? La la-da-la la la la la Come with me! Hail Mary, nigga, run quick, see What do we have here now? Do you wanna ride or die? La la-da-la la la la la  [Verse 3: Kastro] They got a APB out on my thug family Since Outlawz run these streets like these scandalous freaks Our enemies die now, walk around half-dead Head down, K-blasted off of Hennessy and Thai chronic Mixed in, now I'm twisted, blistered and high Visions of me thug-livin' gettin' me by Forever live, and I multiply, survived by thugs When I die they won't cry unless they comin' with slugs  [Verse 4: Young Noble] Peep the whole scene and whatever's goin' on around me Brain kind of cloudy, smoked out, feelin' rowdy Ready to wet the party up And whoever in that mothafucka, nasty new street slugger My heat seeks suckers on the regular Mashin' in a stolen Black Ac' Integra Cocked back, 60 seconds 'til the draw, that's when I'm deadin' ya Feet first, you've got a nice gat, but my heat's worse From a thug to preachin' church I gave you love, now you eatin' dirt Needin' work, and I ain't the nigga to put you on ‘Cause word is bond; when I was broke, I had to hustle 'til dawn That's when the sun came up, there's only one way up Hold your head and stay up To all my niggas, get your pay and weight up  [Bridge: Kadafi] If it's on, then it's on, we rape break beat-breaks Outlawz on a paper chase, can you relate? To this shit I don't got be the shit I gotta take Dealin' with fate, hopin' God don't close the gate If it's on, then it's on, we rape break beat-breaks Outlawz on a paper chase, can you relate? To this shit I don't got be the shit I gotta take Dealin' with fate, hopin' God don't close the gate  [Hook: 2Pac] Come with me! Hail Mary, nigga, run quick, see What do we have here now? Do you wanna ride or die? La la-da-la la la la la Come with me! Hail Mary, nigga, run quick, see What do we have here now? Do you wanna ride or die? La la-da-la la la la la Come with me! Hail Mary, nigga, run quick, see What do we have here now? Do you wanna ride or die? La la-da-la la la la la Come with me! Hail Mary, nigga, run quick, see What do we have here now? Do you wanna ride or die? La la-da-la la la la la  [During Hook: Prince Ital Joe] We've been travelin' on this weary road Sometimes life can be a heavy load But we ride, ride it like a bullet Hail Mary, hail Mary We won't worry, everything will curry Free like the bird in the tree We won't worry, everything will curry Yes, we free like the bird in the tree We runnin' from the penitentiary This is the time for we liberty Hail Mary, hail Mary!  [Outro: 2Pac] Westside, Outlawz Makaveli the Don, solo Killuminati, The 7 Days  

2Pac|Changes|"  [Verse 1: 2Pac] I see no changes, wake up in the morning and I ask myself Is life worth livin'? Should I blast myself? I'm tired of bein' poor and, even worse, I'm black My stomach hurts so I'm lookin' for a purse to snatch Cops give a damn about a negro Pull the trigger, kill a nigga, he's a hero ""Give the crack to the kids, who the hell cares? One less hungry mouth on the welfare!"" First ship 'em dope and let 'em deal to brothers Give 'em guns, step back, watch 'em kill each other ""It's time to fight back,"" that's what Huey said Two shots in the dark, now Huey's dead I got love for my brother But we can never go nowhere unless we share with each other We gotta start makin' changes Learn to see me as a brother instead of two distant strangers And that's how it's supposed to be How can the Devil take a brother if he's close to me? I'd love to go back to when we played as kids But things change… and that's the way it is  [Hook: Talent] That's just the way it is Things'll never be the same That's just the way it is, aww yeah That's just the way it is Things'll never be the same That's just the way it is, aww yeah  [Verse 2: 2Pac] I see no changes, all I see is racist faces Misplaced hate makes disgrace to races We under, I wonder what it takes to make this One better place, let's erase the wasted Take the evil out the people, they'll be actin' right ‘Cause both black and white are smokin' crack tonight And the only time we chill is when we kill each other It takes skill to be real, time to heal each other And although it seems heaven-sent We ain't ready to see a black president It ain't a secret, don't conceal the fact The penitentiary's packed, and it's filled with blacks But some things will never change Try to show another way, but you stayin' in the dope game Now tell me, what's a mother to do? Bein' real don't appeal to the brother in you You gotta operate the easy way ""I made a G today,"" but you made it in a sleazy way Sellin' crack to the kids ""I gotta get paid!"" — well hey, but that's the way it is  [Hook: Talent] That's just the way it is Things'll never be the same That's just the way it is, aww yeah That's just the way it is Things'll never be the same That's just the way it is, aww yeah  [Interlude: 2Pac] We gotta make a change It's time for us as a people to start makin' some changes Let's change the way we eat Let's change the way we live And let's change the way we treat each other You see the old way wasn't workin' So it's on us to do what we gotta do to survive  [Verse 3: 2Pac] And still I see no changes; can't a brother get a little peace? It's war on the streets and a war in the Middle East Instead of war on poverty They got a war on drugs so the police can bother me And I ain't never did a crime I ain't have to do But now I'm back with the facts, givin' it back to you Don't let 'em jack you up, back you up Crack you up and pimp-smack you up You gotta learn to hold your own They get jealous when they see you with your mobile phone But tell the cops they can't touch this I don't trust this, when they try to rush I bust this That's the sound of my tool You say it ain't cool, my mama didn't raise no fool And as long as I stay black I gotta stay strapped And I never get to lay back ‘Cause I always got to worry 'bout the payback Some buck that I roughed up way back Comin' back after all these years ""Rat-a-tat-tat-tat-tat,"" that's the way it is  [Hook: Talent] That's just the way it is Things'll never be the same That's just the way it is, aww yeah (You're my brother, you're my sister) That's just the way it is Things'll never be the same That's just the way it is, aww yeah  [Outro: 2Pac] Some things'll never change  "

2Pac|Dear Mama|"  [Verse 1: 2Pac] When I was young, me and my mama had beef Seventeen years old, kicked out on the streets Though back at the time I never thought I'd see her face Ain't a woman alive that could take my mama's place Suspended from school, and scared to go home, I was a fool With the big boys breakin' all the rules I shed tears with my baby sister, over the years We was poorer than the other little kids And even though we had different daddies, the same drama When things went wrong we'd blame Mama I reminisce on the stress I caused, it was hell Huggin' on my mama from a jail cell And who'd think in elementary, hey I'd see the penitentiary one day? And runnin' from the police, that's right Mama catch me, put a whoopin' to my backside And even as a crack fiend, Mama You always was a black queen, Mama I finally understand For a woman it ain't easy tryin' to raise a man You always was committed A poor single mother on welfare, tell me how you did it There's no way I can pay you back, but the plan Is to show you that I understand: you are appreciated  [Hook: Reggie Green & ""Sweet Franklin"" +  2Pac] Lady, don't you know we love ya? (Dear Mama) Sweet lady, place no one above ya (You are appreciated) Sweet lady, don't you know we love ya?  [Verse 2: 2Pac] Now, ain't nobody tell us it was fair No love from my daddy, ‘cause the coward wasn't there He passed away and I didn't cry, ‘cause my anger Wouldn't let me feel for a stranger They say I'm wrong and I'm heartless, but all along I was lookin' for a father, he was gone I hung around with the thugs And even though they sold drugs They showed a young brother love I moved out and started really hangin' I needed money of my own, so I started slangin' I ain't guilty, ‘cause even though I sell rocks It feels good puttin' money in your mailbox I love payin' rent when the rent is due I hope you got the diamond necklace that I sent to you ‘Cause when I was low you was there for me And never left me alone, because you cared for me And I could see you comin' home after work late You're in the kitchen, tryin' to fix us a hot plate You just workin' with the scraps you was given And Mama made miracles every Thanksgivin' But now the road got rough, you're alone You're tryin' to raise two bad kids on your own And there's no way I can pay you back, but my plan Is to show you that I understand: you are appreciated  [Hook: Reggie Green & ""Sweet Franklin"" +  2Pac] Lady, don't you know we love ya? (Dear Mama) Sweet lady, place no one above ya (You are appreciated) Sweet lady, don't you know we love ya?  [Verse 3: 2Pac] Pour out some liquor and I reminisce ‘Cause through the drama I can always depend on my mama And when it seems that I'm hopeless You say the words that can get me back in focus When I was sick as a little kid To keep me happy there's no limit to the things you did And all my childhood memories Are full of all the sweet things you did for me And even though I act crazy I gotta thank the Lord that you made me There are no words that can express how I feel You never kept a secret, always stayed real And I appreciate how you raised me And all the extra love that you gave me I wish I could take the pain away If you can make it through the night, there's a brighter day Everything will be alright if you hold on It's a struggle every day, gotta roll on And there's no way I can pay you back, but my plan Is to show you that I understand: you are appreciated  [Hook: Reggie Green & Sweet Franklin +  2Pac] Lady, don't you know we love ya? (Dear Mama) Sweet lady, place no one above ya (You are appreciated) Sweet lady, don't you know we love ya? (Dear Mama) Sweet lady, lady (Dear Mama) Lady, lady  "

2Pac|Ambitionz Az A Ridah|"  [Hook] I won't deny it, I'm a straight ridah You don't wanna fuck with me Got the police bustin' at me But they can't do nothin' to a G Let's get ready to rumble!  [Intro] Now, you know how we do it, like a G What really go on in the mind of a nigga That get down for theirs Constantly, money over bitches Not bitches over money Stay on your grind, nigga My ambitions as a ridah My ambitions as a ridah  [Verse 1] So many battlefield scars while driven in plush cars This life as a rap star is nothin' without guard Was born rough and rugged, addressin' the mass public My attitude was ""fuck it,"" because motherfuckers love it To be a soldier, must maintain composure at ease Though life is complicated, only what you make it to be Uh, and my ambitions as a ridah To catch her while she hot and horny, go up inside her Then I spit some game in her ear, ""Go to the telly, hoe!"" Equipped with money in a Benz ‘cause, bitch, I'm barely broke I'm smokin' bomb-ass weed, feelin' crucial From player to player the game's tight, the feeling's mutual From hustlin' and prayers to breakin' motherfuckers to pay up I got no time for these bitches, ‘cause these hoes try to play us I'm on a meal ticket mission, want a mill, so I'm wishin' Competition got me ripped on that bullshit they stressin' I'ma rhyme though, clown hoes like it's mandatory No guts, no glory, my nigga, bitch got the game distorted Now it's on and it's on because I said so Can't trust a bitch in the business, so I got with Death Row Now these money-hungry bitches gettin' suspicious Started plottin' and plannin' on schemes to come and trick us But thug niggas be on point and game tight Me, Syke and Bogart strapped up the same night Got problems, then handle it, motherfuckers see me These niggas is jealous ‘Cause deep in they heart they wanna be me Uh, yeah, and now you got me right beside ya, hopin' you listen I catch you payin' attention to my ambitions as a ridah  [Hook] I won't deny it, I'm a straight ridah You don't wanna fuck with me Got the police bustin' at me But they can't do nothin' to a G Let's get ready to rumble  [Verse 2] It was my only wish to rise Above these jealous coward motherfuckers I despise When it's time to ride I was the first off this side, give me the 9 I'm ready to die right here tonight and motherfuck they life That's what they screamin' as they drill me, but I'm hard to kill (That's all you niggas got?!) So open fire, I see you kill me, witness my steel Spittin' at adversaries, envious and after me I'd rather die before they capture me, watch me bleed Mama, come rescue me, I'm suicidal, thinkin' thoughts I'm innocent, so there'll be bullets flyin' when I'm caught (Shoot!) Fuck doin' jail time, better day, sacrificin' Won't get a chance to do me like they did my nigga Tyson Thuggin' for life, and if you right, then nigga die for it Let them other brothers try, at least you tried for it When it's time to die, to be a man and pick the way you leave Fuck peace and the police, my ambitions as a ridah  [Hook] I won't deny it, I'm a straight ridah You don't wanna fuck with me Got the police bustin' at me But they can't do nothin' to a G Let's get ready to rumble  [Verse 3] My murderous lyrics, equipped with spirits of the thugs before me Pay off the block, evade the cops ‘cause I know they comin' for me I been hesitant to reappear, been away for years Now I'm back, my adversaries been reduced to tears Question my methods to switch up speeds Sure as some bitches bleed Niggas'll feel the fire of my mother's corrupted seed Blast me, but they didn't finish, didn't diminish my powers (Buck buck buck buck buck!) So now I'm back to be a motherfuckin' menace, they cowards That's why they tried to set me up Had bitch-ass niggas on my team, so indeed they wet me up But I'm back reincarnated, incarcerated At the time I contemplate the way that God made it Lace 'em with lyrics that's legendary, musical mercenary For money I'll have these motherfuckers buried I been gettin' much mail in jail, niggas tellin' me to kill it Knowin' when I get out they gon' feel it Witness the realest! A hoo-ridah when I put the shit inside The cry from all your people when they find her Just remind ya, my history'll prove authentic Revenge on them niggas that played me And all the cowards that was down with it Now it's your nigga right beside ya, hopin' you listenin' Catch you payin' attention to my ambitions as a ridah  [Hook] I won't deny it, I'm a straight ridah You don't wanna fuck with me Got the police bustin' at me But they can't do nothin' to a G Let's get ready to rumble  "

2Pac|California Love|  [Hook: Roger Troutman] California love California knows how to party California knows how to party In the city of L.A. In the city of good ol' Watts In the city, the city of Compton We keep it rockin', we keep it rockin'  [Verse 1: Dr. Dre] Now let me welcome everybody to the Wild Wild West A state that's untouchable like Eliot Ness The track hits your eardrum like a slug to your chest Pack a vest for your Jimmy in the city of sex We in that sunshine state where the bomb-ass hemp be The state where you never find a dance floor empty And pimps be on a mission for them greens Lean mean money-making-machines servin' fiends I been in the game for 10 years makin' rap tunes Ever since honeys was wearin' Sassoon Now it's '95 and they clock me and watch me Diamonds shinin', lookin' like I robbed Liberace It's all good, from Diego to the Bay Your city is the bomb if your city makin' pay Throw up a finger if you feel the same way Dre puttin' it down for Californ-i-a  [Hook: Roger Troutman] California knows how to party California knows how to party (Yes, they do) In the city of L.A. In the city of good ol' Watts In the city, the city of Compton We keep it rockin'  [Bridge: Roger Troutman] Shake, shake it, baby Shake, shake it, mama Shake it, Cali Shake it, shake it, baby Shake it, shake it, shake it, shake it  [Verse 2: 2Pac] Out on bail, fresh out of jail, California dreamin' Soon as I step on the scene, I'm hearin' hoochies screamin' Fiendin' for money and alcohol, the life of a Westside player Where cowards die and the strong ball Only in Cali where we riot, not rally, to live and die In L.A. we wearin' Chucks, not Ballys (yeah, that's right) Dressed in Locs and Khaki suits, and ride is what we do Flossin' but have caution: we collide with other crews Famous because we program Worldwide, let them recognize from Long Beach to Rosecrans Bumpin' and grindin' like a slow jam It's Westside, so you know the Row won't bow down to no man Say what you say, but give me that bomb beat from Dre Let me serenade the streets of L.A. From Oakland to Sac-town, the Bay Area and back down Cali is where they put their mack down; give me love!  [Hook: Roger Troutman] California knows how to party California knows how to party (Yes, they do) In the city of L.A. In the city of good ol' Watts In the city, the city of Compton We keep it rockin'  [Ad-Libs] [Dr. Dre] South Central [2Pac] Uh, that's right [Dr. Dre] Now make it shake  [Bridge: Roger Troutman] Shake, shake it, baby Shake, shake it, mama Shake it, Cali Shake it, shake it, baby Shake it, shake it, shake it, shake it  [Ad-Libs: Dr. Dre] Shake it, Cali Uh, uh, West Coast Uh, yeah, uh, uh, Long Beach in the house Uh, yeah, Oaktown Oakland definitely in the house Frisco, Frisco  [2Pac] And you know L.A. up in here  [Dr. Dre] Pasadena, where you at? Yeah, Inglewood Inglewood always up to no good  [2Pac] Even Hollywood tryin' to get a piece, baby  [Dr. Dre] Sacramento, Sacramento where you at?  [2Pac] Throw it up, y'all! Throw it up, throw it up! I can't see ya Let's show these fools how we do it over on this Westside 'Cause you and I know it's the best side Yeah, that's right West Coast, west Coast  

2Pac|Life Goes On|"  [Hook] How many brothers fell victim to the streets? Rest in peace, young nigga, there's a heaven for a G Be a lie If I told you that I never thought of death My niggas, we the last ones left, but life goes on How many brothers fell victim to the streets? Rest in peace, young nigga, there's a heaven for a G Be a lie If I told you that I never thought of death My niggas, we the last ones left, but life goes on  [Verse 1] As I bail through the empty halls, breath stinkin' in my jaws Ring, ring, ring — quiet, y'all, incomin' call Plus this my homie from high school, he gettin' by It's time to bury another brother, nobody cry Life as a baller: alcohol and booty calls We used to do 'em as adolescents, do you recall? Raised as G's, loc'ed out, and blazed the weed Get on the roof, let's get smoked out, and blaze with me Two in the morning and we still high, assed out Screamin', ""Thug 'til I die!"" before I passed out But now that you're gone, I'm in the zone Thinkin' I don't wanna die all alone, but now you gone And all I got left are stinkin' memories I love them niggas to death, I'm drinkin' Hennessy While tryin' to make it last I drank a fifth for that ass when you passed, 'cause life goes on  [Hook] How many brothers fell victim to the streets? Rest in peace, young nigga, there's a heaven for a G Be a lie If I told you that I never thought of death My niggas, we the last ones left, but life goes on How many brothers fell victim to the streets? Rest in peace, young nigga, there's a heaven for a G Be a lie If I told you that I never thought of death My niggas, we the last ones left, but life goes on  [Verse 2] Yeah nigga, I got the word it's hell You blew trial and the judge gave you 25 with an L Time to prepare to do fed time, won't see parole Imagine life as a convict that's gettin' old Plus with the drama, we're lookin' out for your baby's mama Takin' risks, while keepin' cheap tricks from gettin' on her Life in the hood is all good for nobody Remember gamin' on dumb hotties at yo' party Me and you, no truer two, while schemin' on hits And gettin' tricks that maybe we can slide into But now you buried — rest, nigga, 'cause I ain't worried Eyes blurry, sayin' goodbye at the cemetery Though memories fade I got your name tatted on my arm so we both ball 'til my dyin' days Before I say goodbye Kato and Mental, rest in peace! Thug 'til I die!  [Hook] How many brothers fell victim to the streets? Rest in peace, young nigga, there's a heaven for a G Be a lie If I told you that I never thought of death My niggas, we the last ones left, but life goes on How many brothers fell victim to the streets? Rest in peace, young nigga, there's a heaven for a G Be a lie If I told you that I never thought of death My niggas, we the last ones left, but life goes on  [Verse 3] Bury me smilin' with G's in my pocket Have a party at my funeral, let every rapper rock it Let the hoes that I used to know From way befo' kiss me from my head to my toe Give me a paper and a pen, so I can write about my life of sin A couple bottles of gin, in case I don't get in Tell all my people I'm a Ridah Nobody cries when we die, we Outlawz, let me ride Until I get free I live my life in the fast lane, got police chasin' me To my niggas from old blocks, from old crews Niggas that guided me through back in the old school Pour out some liquor, have a toast for the homies See, we both gotta die, but you chose to go before me And brothers miss you while you gone You left your nigga on his own; how long we mourn? Life goes on  [Outro Over Hook] Life goes on, homie Gone on, 'cause they passed away Niggas doin' life Niggas doin' 50 and 60 years and shit I feel you, nigga! Trust me, I feel you You know what I mean? Last year we poured out liquor for ya This year, nigga, life goes on We're gonna clock now Get money, evade bitches, evade tricks Give playa haters plenty of space And basically just represent for you, baby Next time you see your niggas, we gon' be on top, nigga You gon' be like, ""Goddamn, them niggas came up!"" That's right, baby, life goes on And we up out this bitch Hey, Kato! Mental! Y'all niggas make sure it's poppin' When we get up there, man, don't front Life goes on Hold me no more, hold me no more Yes it do, yes it do, yes it do  "

2Pac|Runnin' (Dying to Live)|"  [Intro: Sway & 2Pac] Between you and Biggie it was like, who's going to rule the Nigga kingdom and shit, basically, know what I'm saying? I was like, this is like a fucking election It is that You know what I am saying Me and Biggie's situation is smaller than that, it's like…  [Hook] And I wonder if they'll laugh when I'm dead? Why am I fighting to live if I'm just living to fight? (You don't know) Why am I trying to see when there ain't nothing in sight? Why am I trying to give when no one gives me a try? Why am I dying to live if I'm just living to die?  [Verse 1: The Notorious B.I.G.] Check it, I grew up a fuckin' screw-up Got introduced to the game, got a ounce and fuckin' blew up Choppin' rocks overnight The nigga Biggie Smalls tryna turn into the black Frank White We had to grow dreads to change our description Two cops is on the milk box missin' Show they toes, you know they got stepped on A fistful of bullets, a chest full of Teflon Runnin' from the police, picture that Nigga, I'm too fat, I fuck around and catch a asthma attack That's why I bust back, it don't phase me When he drop, take his Glock and I'm Swayze Celebrate my escape, sold the Glock, bought some weight Lay back, I got some money to make, motherfucker  [Hook] And I wonder if they'll laugh when I'm dead? Why am I fighting to live if I'm just living to fight? Why am I trying to see when there ain't nothing in sight? Why am I trying to give when no one gives me a try? Why am I dying to live if I'm just living to die? (It's on me)  [Verse 2: 2Pac] But still I'm havin' memories of high speed when the cops crashed As I laugh, pushin' the gas while my Glocks blast We was young and we was dumb, but we had heart In the dark, will we survive through the bad parts? Many dreams is what I had, and plenty wishes No hesitation in extermination of these snitches Envious bitches, they still continue to pursue me A couple of movies, now the whole world's tryna screw me Even the cops tried to sue me, so what can I do? But stay true, sippin' 22's of brew And now media is tryna test me Got the press askin' questions, tryna stress me Misery is all I see, that's my mind state My history with the police will shake the crime rate My main man had two strikes, slipped, got arrested, and flipped He screamed ""Thug Life!"" and emptied the clip Got tired of runnin' from the police  [Hook] And I wonder if they'll laugh when I'm dead? Why am I fighting to live if I'm just living to fight? Why am I trying to see when there ain't nothing in sight? Why am I trying to give when no one gives me a try? Why am I dying to live if I'm just living to die?  [Outro: 2Pac] They wanted a new regime. And my regime includes East coast, includes West coast  [The Notorious B.I.G.] I was more shocked than anything You know what I'm sayin'? But I wasn't more shocked of him dying I was more shocked of him… Pac is a strong dude, yo I know dude, you know what I'm sayin'? Real strong So when they was like he got shot, I was just more like, ""Again?"" you know what I'm sayin'? He always getting shot, or shot at He going to pull through this one again Make a few records about it, and it's going to be over You know what I'm sayin'? But when he, when he died, I was just like, ""whoa"", you know what I'm saying? Kinda took me by I mean, even though we was going through our drama I would never wish death on nobody You know what I'm sayin'? Because there ain't no coming back from that  "

JCole|Power Trip|"  [Produced by J. Cole]  [Hook: J. Cole] Got me up all night, all I'm singin' is love songs She got me up all night, constant drinkin' and love songs She got me up all night, down-and-out with these love songs She got me up all night, drownin' out with these love songs She got me up all night, all I'm singin' is love songs She got me up all night, constant drinkin' and love songs She got me up all night, down-and-out with these love songs She got me open all night, got me open all night  [Verse 1: J. Cole] Okay, back when I was sleeping in my mama crib Or even back when I was up there in Mohammed crib Paying seventeen-hundred for the rent, money well-spent No heater, but a nigga made heat, may I vent? Had a thing for ya, even wrote the song ""Dreams"" for ya ‘Cause I had dreams for ya, thoughts of a ring for ya Childish shit, you know child and shit Anonymous flowers sent, you know coward shit Now a nigga signed to Hov, took a power trip Back home I'm grown now, and the city's my throne now The same clubs that I used to get tossed out Life got Kriss Kross'd; totally crossed out ‘Cause now I'm in this bitch and I'm totally bossed out Old chicks crying ‘cause they know that they lost out But I'm still on you, I'm still on you My drink spill on me, while I fill on you, I'm sayin'...  [Refrain: Miguel] Would you believe me if I said I'm in love? Baby, I want you to want me Would you believe me if I said I'm in love? Baby, I want you  [Bridge: J. Cole] And we are, we are, we are Got me up all night And we are, we are, we are All I'm singin' is love songs And we are, we are, we are Got me up all night And we are, we are, we are (She got me) And we are, we are, we are (She got me)  [Verse 2: J. Cole] Well, this has got to be the longest crush ever If I ever get to fuck it'd be the longest bust ever Love is a drug, like the strongest stuff ever And, fuck it, I'm on one, you feel me? She on a power trip, she got me where she want a nigga Wife'ing in the club, man, my homies gon' disown a nigga Like, ""Give me 20 dollars, dollars!"" Ass stupid, how you get to college, college? I'm in your city and I'm wonderin' if you're home now Went and found a man, but I'm hopin' you're alone now Can't help but feeling like I dropped the ball, cliche I used to pop up on you at the mall each day Now, typically I kick game, like East Bay But you got a nigga freeze-framed yelling: ""Please play!"" For Pete's sake, homie, pull it together! Just fuck her one time and be through with forever, but...  [Refrain: Miguel] Would you believe me if I said I'm in love? Baby, I want you to want me Would you believe me if I said I'm in love? Baby, I want ya, yeah  [Bridge: J. Cole] And we are, we are, we are Got me up all night And we are, we are, we are All I'm singin' is love songs And we are, we are, we are Got me up all night And we are, we are, we are (She got me) And we are, we are, we are (She got me)  [Hook: J. Cole] Got me up all night, all I'm singin' is love songs She got me up all night, constant drinkin' and love songs She got me up all night, down-and-out with these love songs She got me up all night, drownin' out with these love songs She got me up all night, all I'm singin' is love songs She got me up all night, constant drinkin' and love songs She got me up all night, down-and-out with these love songs She got me open all night, got me open all night  "

