Artist|Song|Lyrics
Eminem|8 Mile: B-Rabbit vs Papa Doc|"  [B-Rabbit (Eminem)] Now, everybody from the three-one-three Put your motherfucking hands up and follow me! Everybody from the three-one-three Put your motherfucking hands up! Look, look... Now, while he stands tough Notice that this man did not have his hands up This Free World's got you gassed up Now, who's afraid of the Big Bad Wolf? One, two, three, and to the four One Pac, two Pac, three Pac, four Four Pac, three Pac, two Pac, one You're Pac, he's Pac, no Pac, none This guy ain't no motherfucking MC I know everything he's 'bout to say against me I am white, I am a fucking bum I do live in a trailer with my mom My boy Future is an Uncle Tom I do got a dumb friend named Cheddar Bob Who shoots himself in his leg with his own gun I did get jumped by all six of you chumps And Wink did fuck my girl I'm still standing here screaming, ""Fuck the Free World!"" Don't ever try to judge me, dude You don't know what the fuck I've been through But I know something about you You went to Cranbrook, that's a private school What's the matter, dawg, you embarrassed? This guy's a gangster? His real name's Clarence And Clarence lives at home with both parents And Clarence parents have a real good marriage This guy don't wanna battle, he shook ‘Cause ain't no such things as halfway crooks He's scared to death, he's scared to look In his fucking yearbook; fuck Cranbrook! Fuck the beat, I'll go a cappella Fuck a Papa Doc, fuck a clock, fuck a trailer Fuck everybody! Fuck y'all if you doubt me! I'm a piece of fucking white trash, I say it proudly And fuck this battle, I don't wanna win, I'm outtie Here, tell these people something they don't know about me  "
Eminem|8 Mile: Cheddar Bob Freestyle|"  [B-Rabbit (Eminem)] Cheddar, I can rip you to a shred a Cheddar cheese, there's not a better MC than me I'm B-Rabbit, bitch, sting like a bee Float like a butterfly, what am I, so what if I Cut a guy, did I s-s-stutter guy Leave you punch drunk from lunch truck to Shelter You never felt the wrath or felt the skelter, melt ya Got the belt for the welterweight champ You got in with a fake stamp Garbage bag full of clothes, still pullin' hoes Rip you from head to toe, from leg to bullet hole Next gun pull it slow And aim at the Free World 'fore you let it go Instead of ""Oh, I just shot my dick head"" And yes, you do got a big head I can't call it, Cheddar where's your wallet? You're so drunk, you can outdrink the alcoholics Make 'em say ""Damn, Cheddar's the man He needs a can surgically removed from his hand""  "
Eminem|8 Mile: Diffusion vs B-Rabbit|  [Diffusion ([?])] Yo, B-Rabbit This silly rabbit don’t like lettuce I heard he like dicks Faggot niggas, with ponytails and lipstick I'm for real; don’t give a fuck, what What, ohh It’s like this; east side is where I'm from You got beef hit me on the streets with a badge and a gun Fuck the badge; I'm coming through with black mags 'Bout to do this B-Rabbit nigga 'cause he's a fag Like I said earlier in the clause I stated that in my, oh shit  [B-Rabbit (Eminem)] A'ight look I can see that I’m put to the test Battling this chick, with no breasts And why I gotta battle a chick Especially one that’s wack, wit' a dick? So you a dope MC Don’t get mad and start taking your period out on me ‘Cause I ain’t done shit to you What’s your name, Diffusion? Well then I guess I gotta diffuse you This ain’t something I’m used to Why the fuck did Future even introduce you? I really don’t understand Why this chick is up here right now and wants to be a man On this mic it’s rat-a-tat-tat Why the fuck am I standing here battling Da Brat You don’t really even wanna see this On this microphone I will eat your fucking fetus Yo  
Eminem|8 Mile: Lily's Lullaby|  I know this girl Her name is Lily And it's past her bed T-I-M-E She goes to sleep And she can just dream And not have to be In a stinky trailer with me So when I feel blue Don't know what to do I look at you And I just say *Raspberry Noise*  
Eminem|8 Mile: Supa Emcee vs B-Rabbit|  [B-Rabbit] ...  [Supa Emcee] Hey yo, What up, trailer trash!  Yo Future, how'd you get whitey to battle the Savior That's like Darth Vader battling Obey Taylor You can't mess around with the horror I grab the mic and Ima murder you, now you'll die tomorrow! You can't kick with the lyrics I spit I blow your head off and leave you dying in your blood, you bitch! You still a trick and a hoe and Ima roll I fucked your mama; she's a prostitute bro! You thinking you white, but you ain't light Ima murder you in the gang again, and blast you in de night! Im still ill, I'm still for real with Ken Loraine; I got a gun on your boy, Ima blow out his brain! You run with a bunch of whack faggots Ima eat out your meat like I'm in your body; I'm a maggot! And yo matter of fact, you gettin' played You ain't nothing but a white-boy dying of fucking aids!  
Eminem|8 Mile|  [Verse 1] Sometimes I just feel like quittin', I still might Why do I put up this fight? Why do I still write? Sometimes it's hard enough just dealin' with real life Sometimes I wanna jump on stage and just kill mics And show these people what my level of skill's like But I'm still white, sometimes I just hate life Somethin' ain't right, hit the brake lights Case of the stage fright, drawin' a blank like Da-duh-duh-da-da, it ain't my fault Great big eyeballs, my insides crawl And I clam up {​*wham*},​ I just slam shut I just can't do it, my whole manhood's Just been stripped, I have just been vicked So I must then get off the bus, then split Man, fuck this shit, yo I'm goin' the fuck home World on my shoulders as I run back to this 8 Mile Road  [Hook] I'm a man, I'ma make a new plan Time for me to just stand up and travel new land Time to really just take matters into my own hands Once I'm over these tracks, man, I'ma never look back (8 Mile Road) And I'm gone, I know right where I'm goin' Sorry, Momma, I'm grown, I must travel alone Ain't gon' follow no footsteps, I'm makin' my own Only way that I know how to escape from this 8 Mile Road  [Verse 2] I'm walkin' these train tracks, tryin' to regain back The spirit I had 'fore I go back to the same crap To the same plant, in the same pants Tryin' to chase rap, gotta move ASAP And get a new plan, Momma's got a new man Poor little baby sister, she don't understand Sits in front of the TV, buries her nose in the pad And just colors until the crayon gets dull in her hand While she colors her big brother and mother and dad Ain't no tellin' what really goes on in her little head Wish I could be the daddy that neither one of us had But I keep runnin' from somethin' I never wanted so bad Sometimes I get upset, ‘cause I ain't blew up yet It's like I grew up, but I ain't grow me two nuts yet Don't gotta rep my step, don't got enough pep The pressure's too much, man, I'm just tryin' to do what's best And I try, sit alone and I cry Yo, I won't tell no lie, not a moment goes by That I don't pray to the sky, please, I'm beggin' you, God Please don't let me be pigeonholed in no regular job Yo, I hope you can hear me, homie, wherever you are Yo, I'm tellin' you, dawg, I'm bailin' this trailer tomorrow Tell my mother I love her, kiss baby sister goodbye Say whenever you need me, baby, I'm never too far But yo, I gotta get out there, the only way I know And I'ma be back for you the second that I blow On everything I own, I'll make it on my own Off to work I go back to this 8 Mile Road  [Hook] I'm a man, gotta make a new plan Time for me to just stand up and travel new land Time to really just take matters into my own hands Once I'm over these tracks, man, I'ma never look back (8 Mile Road) And I'm gone, I know right where I'm goin' Sorry, Momma, I'm grown, I must travel alone Ain't gon' follow no footsteps, I'm makin' my own Only way that I know how to escape from this 8 Mile Road  [Verse 3] You gotta live it to feel it; you didn't, you wouldn't get it Or see what the big deal is, why it was and it still is To be walkin' this borderline of Detroit city limits It's different, it's a certain significance, a certificate Of authenticity, you'd never even see But it's everything to me, it's my credibility You never seen, heard, smelled or met a real MC Who's incredible upon the same pedestal as me But yet I'm still unsigned, havin' a rough time Sit on the porch with all my friends and kick dumb rhymes Go to work and serve MC's in the lunchline But when it comes crunch time, where do my punchlines go? Who must I show to bust my flow? Where must I go? Who must I know? Or am I just another crab in the bucket? ‘Cause I ain't havin' no luck with this little Rabbit, so fuck it Maybe I need a new outlet, I'm startin' to doubt shit I'm feelin' a little skeptical who I hang out with I look like a bum yo, my clothes ain't about shit At the Salvation Army tryin' to salvage an outfit And it's cold, tryin' to travel this road Plus I feel like I'm always stuck in this battlin' mode My defenses are so up, but one thing I don't want Is pity from no one, this city is no fun There is no sun, and it's so dark Sometimes I feel like I'm just bein' pulled apart From each one of my limbs, by each one of my friends It's enough to just make me wanna jump out of my skin Sometimes I feel like a robot, sometimes I just know not What I'm doin', I just blow, my head is a stove top I just explode, the kettle gets so hot Sometimes my mouth just overloads the ass that I don't got But I've learned, it's time for me to U-turn Yo, it only takes one time for me to get burned Ain't no fallin' no next time I meet a new girl I can no longer play stupid or be immature I got every ingredient, all I need is the courage Like I already got the beat, all I need is the words Got the urge, suddenly it's a surge Suddenly a new burst of energy has occurred Time to show these Free World leaders the 3 and a third I am no longer scared now, I'm free as a bird Then I turn and cross over the median curb Hit the 'burbs and all you see is a blur from 8 Mile Road  [Hook] I'm a man, gotta make a new plan Time for me to just stand up and travel new land Time to really just take matters into my own hands Once I'm over these tracks, man, I'ma never look back (8 Mile Road) And I'm gone, I know right where I'm goin' Sorry, Momma, I'm grown, I must travel alone Ain't gon' follow no footsteps, I'm makin' my own Only way that I know how to escape from this 8 Mile Road  
Eminem|8 Mile: B-Rabbit vs Papa Doc|"  [B-Rabbit (Eminem)] Now, everybody from the three-one-three Put your motherfucking hands up and follow me! Everybody from the three-one-three Put your motherfucking hands up! Look, look... Now, while he stands tough Notice that this man did not have his hands up This Free World's got you gassed up Now, who's afraid of the Big Bad Wolf? One, two, three, and to the four One Pac, two Pac, three Pac, four Four Pac, three Pac, two Pac, one You're Pac, he's Pac, no Pac, none This guy ain't no motherfucking MC I know everything he's 'bout to say against me I am white, I am a fucking bum I do live in a trailer with my mom My boy Future is an Uncle Tom I do got a dumb friend named Cheddar Bob Who shoots himself in his leg with his own gun I did get jumped by all six of you chumps And Wink did fuck my girl I'm still standing here screaming, ""Fuck the Free World!"" Don't ever try to judge me, dude You don't know what the fuck I've been through But I know something about you You went to Cranbrook, that's a private school What's the matter, dawg, you embarrassed? This guy's a gangster? His real name's Clarence And Clarence lives at home with both parents And Clarence parents have a real good marriage This guy don't wanna battle, he shook ‘Cause ain't no such things as halfway crooks He's scared to death, he's scared to look In his fucking yearbook; fuck Cranbrook! Fuck the beat, I'll go a cappella Fuck a Papa Doc, fuck a clock, fuck a trailer Fuck everybody! Fuck y'all if you doubt me! I'm a piece of fucking white trash, I say it proudly And fuck this battle, I don't wanna win, I'm outtie Here, tell these people something they don't know about me  "
Eminem|8 Mile: Cheddar Bob Freestyle|"  [B-Rabbit (Eminem)] Cheddar, I can rip you to a shred a Cheddar cheese, there's not a better MC than me I'm B-Rabbit, bitch, sting like a bee Float like a butterfly, what am I, so what if I Cut a guy, did I s-s-stutter guy Leave you punch drunk from lunch truck to Shelter You never felt the wrath or felt the skelter, melt ya Got the belt for the welterweight champ You got in with a fake stamp Garbage bag full of clothes, still pullin' hoes Rip you from head to toe, from leg to bullet hole Next gun pull it slow And aim at the Free World 'fore you let it go Instead of ""Oh, I just shot my dick head"" And yes, you do got a big head I can't call it, Cheddar where's your wallet? You're so drunk, you can outdrink the alcoholics Make 'em say ""Damn, Cheddar's the man He needs a can surgically removed from his hand""  "
Eminem|8 Mile: Diffusion vs B-Rabbit|  [Diffusion ([?])] Yo, B-Rabbit This silly rabbit don’t like lettuce I heard he like dicks Faggot niggas, with ponytails and lipstick I'm for real; don’t give a fuck, what What, ohh It’s like this; east side is where I'm from You got beef hit me on the streets with a badge and a gun Fuck the badge; I'm coming through with black mags 'Bout to do this B-Rabbit nigga 'cause he's a fag Like I said earlier in the clause I stated that in my, oh shit  [B-Rabbit (Eminem)] A'ight look I can see that I’m put to the test Battling this chick, with no breasts And why I gotta battle a chick Especially one that’s wack, wit' a dick? So you a dope MC Don’t get mad and start taking your period out on me ‘Cause I ain’t done shit to you What’s your name, Diffusion? Well then I guess I gotta diffuse you This ain’t something I’m used to Why the fuck did Future even introduce you? I really don’t understand Why this chick is up here right now and wants to be a man On this mic it’s rat-a-tat-tat Why the fuck am I standing here battling Da Brat You don’t really even wanna see this On this microphone I will eat your fucking fetus Yo  
Eminem|8 Mile: Lily's Lullaby|  I know this girl Her name is Lily And it's past her bed T-I-M-E She goes to sleep And she can just dream And not have to be In a stinky trailer with me So when I feel blue Don't know what to do I look at you And I just say *Raspberry Noise*  
